Substructure,Count,Count max,step max,step min,step count,step_list,median_score_fragment_max,median_score_fragment_min,Mean score cluster,median_score_fragment_list,diff_median_score_max,diff_median_score_min,Mean diff score,diff_median_score_list,count_per_molecule_max,count_per_molecule_first,count_per_molecule_mean,Total Number of Molecules with Substructure,Number of Molecules with Substructure List,Molecules containing fragment,Number of Molecules_with_Fragment,count_perc_ratio
c1ccc(-c2ccc3ccccc3c2)cc1,6,4,100,60,2,"[60, 100]",0.04308855,0.0,0.021544275,"[0.04308855, 0.0]",0.04045485,-0.03539485,0.002530000000000001,"[0.04045485, -0.03539485]",2,2,1.5,3,"[2, 1]","{'Clc1ccc2nc(-c3ccccc3)cc(-c3ccccc3)c2c1', 'O=C(CO)NC(=S)Nc1nc(-c2ccccc2)nc2cccnc12', 'O=C(c1ccccc1)c1nc2ccccc2nc1-c1ccccc1'}",3,1.0
c1ccc(-c2cccc(-c3cc(-c4ccccc4)c4ccccc34)c2)cc1,2,2,350,350,1,[350],0.3597306,0.3597306,0.3597306,[0.3597306],-0.0880548999999999,-0.0880548999999999,-0.0880548999999999,[-0.0880548999999999],1,1,1.0,1,[1],{'Fc1ccc(-c2cc(-c3oc(-c4ccccc4)c4ccccc34)cc(C(F)(F)F)n2)cc1'},1,1.0
c1ccc(-c2cccc(-c3ccc(-c4ccccc4)c3)c2)cc1,1,1,240,240,1,[240],0.0818887,0.0818887,0.0818887,[0.0818887],-0.3417134,-0.3417134,-0.3417134,[-0.3417134],1,1,1.0,1,[1],{'c1ccc(-c2ccnc(-c3ccc(-c4ccccc4)o3)c2)cc1'},1,1.0
c1ccc(-c2cccc(-c3ccc4ccccc34)c2)cc1,2,2,350,350,1,[350],0.3597306,0.3597306,0.3597306,[0.3597306],-0.0880548999999999,-0.0880548999999999,-0.0880548999999999,[-0.0880548999999999],1,1,1.0,1,[1],{'Fc1ccc(-c2cc(-c3oc(-c4ccccc4)c4ccccc34)cc(C(F)(F)F)n2)cc1'},1,1.0
c1ccc(-c2cccc(-c3cccc3)c2)cc1,2,2,240,240,1,[240],0.0818887,0.0818887,0.0818887,[0.0818887],-0.3417134,-0.3417134,-0.3417134,[-0.3417134],1,1,1.0,1,[1],{'c1ccc(-c2ccnc(-c3ccc(-c4ccccc4)o3)c2)cc1'},1,1.0
c1ccc(-c2cccc2)c1,8,4,310,120,3,"[120, 190, 310]",0.2392384,0.0648522,0.15397543333333333,"[0.2392384, 0.0648522, 0.1578357]",0.14444455,-0.341142,-0.16460565,"[0.14444455, -0.341142, -0.2971195]",1,1,1.0,3,"[1, 1, 1]","{'O=Cc1cc(-c2oc(-c3ccccc3Br)cc2Br)no1', 'N#Cc1c(-c2ccco2)oc(-c2ccc(Cl)cc2)c1Br', 'COC(=O)c1c(C)noc1-c1ccc(-c2ncc(N)s2)s1'}",3,1.0
c1ccc(-c2cccc2)cc1,72,8,360,20,20,"[20, 30, 40, 70, 90, 100, 110, 140, 150, 160, 170, 180, 190, 200, 230, 240, 250, 270, 310, 360]",0.3877455,0.0021672,0.15012999,"[0.0021672, 0.09401675, 0.0062589, 0.0351736, 0.02947675, 0.038615, 0.1584931, 0.0710991, 0.011081, 0.0682849, 0.3681446, 0.3664367, 0.1924062999999999, 0.3877455, 0.0048932, 0.0818887, 0.3007017, 0.3137743, 0.1039115999999999, 0.3680309]",0.08730455,-0.4345978,-0.12226047749999998,"[-0.0013185999999999, 0.08730455, 0.00413695, 0.0254535, 0.0024594499999999, 0.0064135999999999, 0.0853218999999999, -0.1962621, -0.3405736, -0.3122698, -0.0238379, -0.0606755999999999, -0.2159046, -0.0304536999999999, -0.4345978, -0.3417134, -0.1432691999999999, -0.11244915, -0.3538055, -0.0891685499999999]",3,1,1.4,28,"[1, 2, 1, 3, 2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1]","{'Clc1ccc(C2=CC(c3ccccc3)=CC2=Cc2ccc(-c3ccccc3)o2)cc1', 'O=C1OC(=Cc2c[nH]c(-c3ccccc3)n2)N=C1c1ccc(Cl)cc1', 'O=C1OC(=Cc2ccco2)N=C1c1ccc(-c2cccnc2)o1', 'CC1(C)OCC(=Cc2oc(-c3ccccc3)c(Cl)c2O)C1=O', 'O=C(CBr)COc1ccc(-c2oc(-c3ccccc3)c(F)c2Br)cc1', 'N#Cc1c(-c2ccco2)oc(-c2ccc(Cl)cc2)c1Br', 'O=C1OC(=Cc2coc(-c3ccccc3O)n2)N=C1c1ccc(F)cc1', 'Clc1ccc(C2=CC(c3ccccc3)=CC2=Cc2ccc(-c3ccc(Cl)cc3)o2)cc1', 'Cc1ccc(-c2oc(-c3ccccc3)c(F)c2Br)cc1', 'O=C1OC(=Cc2ccco2)N=C1c1ccc(-c2ccccc2)o1', 'O=C(O)c1ccc(-c2oc(-c3ccccc3)nc2-c2ccccc2)cc1', 'c1ccc(-c2cc(-c3ccccc3)on2)cc1', 'CC(C)C1COC(=O)N1C(=O)c1ccc(-c2ccccc2O)o1', 'CC(C)S(=O)(=O)c1coc(-c2ccc(F)cc2)c1', 'O=Cc1cc(-c2ccccc2O)oc1-c1ccccc1', 'COc1ccc(OC)c(-c2cc(-c3ccccc3)on2)c1', 'O=Cc1c(Cc2ccccc2O)[nH]c(-c2ccccc2)c1-c1ccccc1', 'COC(=O)Oc1nc(-c2ccccc2)oc1-c1ccccc1', 'COn1c(-c2oc(-c3ccccc3)nc2-c2ccccc2)noc1=O', 'N#Cc1ccc(-c2oc(-c3ccccc3)c(F)c2Br)cc1', 'O=C(c1ccccc1)c1cc(-c2ccccc2)c[nH]1', 'COC(=O)c1oc(OCc2ccccc2)c(S(=O)(=O)Cl)c1-c1ccccc1', 'C1=CC(Nc2ccccc2)=CC1=Cc1ccc(-c2ccco2)cc1', 'O=C1OC(Cc2coc(-c3ccccc3)n2)CC1(O)O', 'O=Cc1cc(-c2ccccc2O)no1', 'O=Cc1cc(-c2oc(-c3ccccc3Br)cc2Br)no1', 'c1ccc(-c2ccnc(-c3ccc(-c4ccccc4)o3)c2)cc1', 'COCC1=CC1=CC(=O)c1ccc(-c2ccccc2OC)o1'}",28,3.0
c1ccc(-c2cccc2-c2ccccc2)cc1,4,2,140,40,2,"[40, 140]",0.0807543,0.0062589,0.0435066,"[0.0062589, 0.0807543]",0.00413695,-0.18630395,-0.0910835,"[0.00413695, -0.18630395]",1,1,1.0,2,"[1, 1]","{'O=Cc1c(Cc2ccccc2O)[nH]c(-c2ccccc2)c1-c1ccccc1', 'O=C(O)c1ccc(-c2oc(-c3ccccc3)nc2-c2ccccc2)cc1'}",2,1.0
c1ccc(-c2cccc3c2ccc2ccccc23)cc1,2,2,70,70,1,[70],0.0,0.0,0.0,[0.0],-0.011562,-0.011562,-0.011562,[-0.011562],1,1,1.0,1,[1],{'Cc1ccc(-c2cccc3c2ccc2ccccc23)cc1'},1,1.0
c1ccc(-c2cccc3ccccc23)cc1,2,2,100,100,1,[100],0.0,0.0,0.0,[0.0],-0.03539485,-0.03539485,-0.03539485,[-0.03539485],1,1,1.0,1,[1],{'Clc1ccc2nc(-c3ccccc3)cc(-c3ccccc3)c2c1'},1,1.0
c1ccc(-c2ccccc2)cc1,33,4,350,10,14,"[10, 40, 50, 70, 100, 110, 120, 160, 240, 260, 280, 320, 340, 350]",0.4440353,0.001917,0.1478327142857143,"[0.0109374, 0.0051608, 0.0027854, 0.001917, 0.0070408, 0.0731712, 0.0155935, 0.4188957, 0.0818887, 0.4440353, 0.2179934, 0.0028212, 0.427687, 0.3597306]",0.0434366999999999,-0.44469195,-0.09183616071428567,"[0.0044626, 0.00303885, -0.00458355, -0.0096449999999999, -0.02835405, -0.0207215999999999, -0.1442048499999999, 0.0434366999999999, -0.3417134, -0.0023053999999999, -0.2277451999999999, -0.44469195, -0.0246244999999999, -0.0880548999999999]",2,1,1.0714285714285714,15,"[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","{'O=Cc1cc(C(=O)O)cc(-c2ccccc2O)n1', 'O=C1Cc2ccccc2N1c1ccc(-c2ccccc2)cc1', 'O=C1OC(=Cc2ccccc2)N=C1c1ccc(-c2ccccc2)cc1', 'CC(C)c1ccc(-c2oc(-c3ccc(-c4ccc(Cl)cc4)cc3)c3ccccc23)cc1', 'O=[N+]([O-])c1ccc(S(=O)(=O)O)cc1-c1ccc(Br)cc1', 'O=C(O)Cc1ccc(C(=O)O)c(O)c1-c1ccccc1', 'O=COC(=O)c1ccc(O)c(-c2ccccc2O)n1', 'CC(C)c1ccc(C(=O)O)c(-c2ccccc2)n1', 'O=C1C=NC(c2ccc(Br)cc2)=NC1=CSc1ccc(-c2ccccc2)cc1', 'O=COC(C1=CCSC1)c1ccccc1-c1ccccc1C=O', 'Fc1ccc(-c2cc(-c3oc(-c4ccccc4)c4ccccc34)cc(C(F)(F)F)n2)cc1', 'CC(C)(C)c1ccc(-c2oc(-c3ccc(-c4ccccc4)cc3)c3ccccc23)cc1', 'O=C1OC(=O)C1=Cc1cccc(-c2ccccc2O)c1', 'c1ccc(-c2ccnc(-c3ccc(-c4ccccc4)o3)c2)cc1', 'O=[N+]([O-])c1ccc(C2OCCO2)c(-c2ccccc2)c1'}",15,2.0
c1ccc(-c2ccccc2C2CCCC2)cc1,2,2,40,40,1,[40],0.0051608,0.0051608,0.0051608,[0.0051608],0.00303885,0.00303885,0.00303885,[0.00303885],1,1,1.0,1,[1],{'O=[N+]([O-])c1ccc(C2OCCO2)c(-c2ccccc2)c1'},1,1.0
c1ccc(C2CC2)cc1,6,2,60,20,3,"[20, 30, 60]",0.0101241,0.0013332,0.0061041,"[0.0013332, 0.0101241, 0.006855]",0.0040986,-0.0021525999999999,0.0016482666666667,"[-0.0021525999999999, 0.0029988, 0.0040986]",1,1,1.0,3,"[1, 1, 1]","{'O=C(c1ccccc1)C1OC1c1ccc(Cl)cc1', 'O=C(c1ccccc1)C1OC1c1cc(Cl)cc(Cl)c1O', 'O=CC1(OC(=O)C(F)(F)C(F)c2ccccc2Br)CC1c1ccccc1'}",3,1.0
c1ccc(C2CCCC2)cc1,14,4,480,30,5,"[30, 40, 50, 460, 480]",0.4244343,0.00035945,0.16790663,"[0.0008643, 0.0051608, 0.00035945, 0.4244343, 0.4087143]",0.00303885,-0.03155255,-0.015002700000000002,"[-0.0092598, 0.00303885, -0.0070095, -0.03155255, -0.0302305]",2,1,1.2,6,"[1, 1, 2, 1, 1]","{'O=C1c2ccccc2C(O)CN1CCC1CC(c2ccccc2)C(O)O1', 'c1coc(-c2oc(-c3ccc(N4CCOC4)cc3)c3ccccc23)c1', 'c1ccc(-c2oc(-c3ccc(N4CCOC4)cc3)c3ccccc23)cc1', 'O=[N+]([O-])c1ccc(C2OCCO2)c(-c2ccccc2)c1', 'NC(=O)C1(c2ccccc2)NCCC1S(=O)(=O)c1ccccc1', 'NC(=O)C1(c2ccccc2)CCCN1C(=O)c1ccc(Cl)cc1'}",6,2.0
c1ccc(C2CCCCC2)cc1,2,2,70,70,1,[70],0.0150989,0.0150989,0.0150989,[0.0150989],0.0053788,0.0053788,0.0053788,[0.0053788],1,1,1.0,1,[1],{'CC(=O)c1ccc(N2CCOCC2)cc1'},1,1.0
c1ccc(C2CCCCc3ccccc32)cc1,2,2,10,10,1,[10],0.0004396,0.0004396,0.0004396,[0.0004396],-0.0062557,-0.0062557,-0.0062557,[-0.0062557],1,1,1.0,1,[1],{'NC(=O)C1(c2ccccc2)NCCOc2ccccc21'},1,1.0
c1ccc(C2CCc3ccccc32)cc1,2,2,70,70,1,[70],0.001083,0.001083,0.001083,[0.001083],-0.0104789999999999,-0.0104789999999999,-0.0104789999999999,[-0.0104789999999999],1,1,1.0,1,[1],{'O=C(O)c1ccc(C2CCc3ccccc32)cc1'},1,1.0
c1ccc(C2Cc3ccccc32)cc1,2,2,50,50,1,[50],0.0046128,0.0046128,0.0046128,[0.0046128],-0.0025296,-0.0025296,-0.0025296,[-0.0025296],1,1,1.0,1,[1],{'CC(=O)C1(c2ccccc2)Nc2ccc(Cl)cc21'},1,1.0
c1ccc(CC2CCCC2)cc1,2,2,10,10,1,[10],0.0002937,0.0002937,0.0002937,[0.0002937],-0.0064016,-0.0064016,-0.0064016,[-0.0064016],1,1,1.0,1,[1],{'O=C1CCC(C2(Cc3ccccc3)NCCO2)C(=O)O1'},1,1.0
c1ccc(CC2CCc3ccccc32)cc1,2,2,70,70,1,[70],0.0003818,0.0003818,0.0003818,[0.0003818],-0.0111802,-0.0111802,-0.0111802,[-0.0111802],1,1,1.0,1,[1],{'CC(C)C1(Cc2ccc(Br)cc2)OCc2ccccc21'},1,1.0
c1ccc(CCC2CCCC2)cc1,2,2,30,30,1,[30],0.0002359,0.0002359,0.0002359,[0.0002359],-0.0098882,-0.0098882,-0.0098882,[-0.0098882],1,1,1.0,1,[1],{'OOC1(OCc2ccccc2)CC(Br)C(Br)C1Cl'},1,1.0
c1ccc(CCC2CCc3ccccc32)cc1,2,2,60,60,1,[60],0.0008406,0.0008406,0.0008406,[0.0008406],-0.0040313,-0.0040313,-0.0040313,[-0.0040313],1,1,1.0,1,[1],{'COCCOC1Oc2ccccc2C1SCc1ccccc1'},1,1.0
c1ccc(CCc2cc(-c3ccccc3)c3ccccc23)cc1,2,2,470,470,1,[470],0.1824387,0.1824387,0.1824387,[0.1824387],-0.2615859,-0.2615859,-0.2615859,[-0.2615859],1,1,1.0,1,[1],{'Nc1cc(OCc2oc(-c3ccccc3)c3ccccc23)ccn1'},1,1.0
c1ccc(CCc2ccc(-c3cc(-c4ccccc4)c4ccccc34)c2)cc1,2,2,320,320,1,[320],0.3662149,0.3662149,0.3662149,[0.3662149],-0.08129825,-0.08129825,-0.08129825,[-0.08129825],1,1,1.0,1,[1],{'CC(=O)N(Cc1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)o1)c1ccc(C)cc1'},1,1.0
c1ccc(CCc2ccc(-c3ccc4ccccc34)c2)cc1,2,2,320,320,1,[320],0.3662149,0.3662149,0.3662149,[0.3662149],-0.08129825,-0.08129825,-0.08129825,[-0.08129825],1,1,1.0,1,[1],{'CC(=O)N(Cc1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)o1)c1ccc(C)cc1'},1,1.0
c1ccc(CCc2ccc(-c3ccccc3)c2)cc1,2,2,90,90,1,[90],0.007201,0.007201,0.007201,[0.007201],-0.026451,-0.026451,-0.026451,[-0.026451],1,1,1.0,1,[1],{'COC(=O)c1oc(OCc2ccccc2)c(S(=O)(=O)Cl)c1-c1ccccc1'},1,1.0
c1ccc(CCc2ccc3ccccc23)cc1,2,2,470,470,1,[470],0.1824387,0.1824387,0.1824387,[0.1824387],-0.2615859,-0.2615859,-0.2615859,[-0.2615859],1,1,1.0,1,[1],{'Nc1cc(OCc2oc(-c3ccccc3)c3ccccc23)ccn1'},1,1.0
c1ccc(CCc2cccc2)cc1,5,3,320,90,2,"[90, 320]",0.3662149,0.007201,0.18670795,"[0.007201, 0.3662149]",-0.026451,-0.08129825,-0.053874625,"[-0.026451, -0.08129825]",1,1,1.0,2,"[1, 1]","{'CC(=O)N(Cc1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)o1)c1ccc(C)cc1', 'COC(=O)c1oc(OCc2ccccc2)c(S(=O)(=O)Cl)c1-c1ccccc1'}",2,1.0
c1ccc(Cc2cc(-c3ccccc3)c(-c3ccccc3)c2)cc1,2,2,40,40,1,[40],0.0062589,0.0062589,0.0062589,[0.0062589],0.00413695,0.00413695,0.00413695,[0.00413695],1,1,1.0,1,[1],{'O=Cc1c(Cc2ccccc2O)[nH]c(-c2ccccc2)c1-c1ccccc1'},1,1.0
c1ccc(Cc2ccc(-c3cc(-c4ccccc4)c4ccccc34)cc2)cc1,2,2,330,330,1,[330],0.4339666,0.4339666,0.4339666,[0.4339666],-0.0134289,-0.0134289,-0.0134289,[-0.0134289],1,1,1.0,1,[1],{'OC(c1ccccc1)c1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)cc1'},1,1.0
c1ccc(Cc2ccc(-c3ccc4ccccc34)cc2)cc1,2,2,330,330,1,[330],0.4339666,0.4339666,0.4339666,[0.4339666],-0.0134289,-0.0134289,-0.0134289,[-0.0134289],1,1,1.0,1,[1],{'OC(c1ccccc1)c1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)cc1'},1,1.0
c1ccc(Cc2ccc(-c3ccccc3)c2)cc1,4,4,40,40,1,[40],0.0062589,0.0062589,0.0062589,[0.0062589],0.00413695,0.00413695,0.00413695,[0.00413695],1,1,1.0,1,[1],{'O=Cc1c(Cc2ccccc2O)[nH]c(-c2ccccc2)c1-c1ccccc1'},1,1.0
c1ccc(Cc2ccc3c(-c4ccccc4)cc(-c4ccccc4)c3c2)cc1,1,1,480,480,1,[480],0.4491236,0.4491236,0.4491236,[0.4491236],0.0108678,0.0108678,0.0108678,[0.0108678],1,1,1.0,1,[1],{'c1ccc(Cc2ccc3c(-c4ccccc4)oc(-c4ccccc4)c3c2)cc1'},1,1.0
c1ccc(Cc2ccc3c(-c4ccccc4)ccc3c2)cc1,2,2,480,480,1,[480],0.4491236,0.4491236,0.4491236,[0.4491236],0.0108678,0.0108678,0.0108678,[0.0108678],1,1,1.0,1,[1],{'c1ccc(Cc2ccc3c(-c4ccccc4)oc(-c4ccccc4)c3c2)cc1'},1,1.0
c1ccc(Cc2ccc3ccc(-c4ccccc4)c3c2)cc1,2,2,480,480,1,[480],0.4491236,0.4491236,0.4491236,[0.4491236],0.0108678,0.0108678,0.0108678,[0.0108678],1,1,1.0,1,[1],{'c1ccc(Cc2ccc3c(-c4ccccc4)oc(-c4ccccc4)c3c2)cc1'},1,1.0
c1ccc(Cc2ccc3cccc3c2)cc1,2,2,480,480,1,[480],0.4491236,0.4491236,0.4491236,[0.4491236],0.0108678,0.0108678,0.0108678,[0.0108678],1,1,1.0,1,[1],{'c1ccc(Cc2ccc3c(-c4ccccc4)oc(-c4ccccc4)c3c2)cc1'},1,1.0
c1ccc(Cc2cccc2)cc1,6,2,160,40,3,"[40, 60, 160]",0.3312034,0.0062589,0.1290386,"[0.0062589, 0.0496535, 0.3312034]",0.0468971,-0.0493513,0.0005609166666666656,"[0.00413695, 0.0468971, -0.0493513]",1,1,1.0,3,"[1, 1, 1]","{'O=C1OC(=C2Nc3ccccc3OC2=O)N=C1c1ccc(Nc2ccncc2)s1', 'O=Cc1c(Cc2ccccc2O)[nH]c(-c2ccccc2)c1-c1ccccc1', 'COC(=O)c1cc(N(C)c2ccccc2)c(C(=O)OC)o1'}",3,1.0
c1ccc(Cc2ccccc2)cc1,5,3,330,90,2,"[90, 330]",0.4339666,0.2805677,0.35726715,"[0.2805677, 0.4339666]",0.2537117,-0.0134289,0.1201414,"[0.2537117, -0.0134289]",1,1,1.0,2,"[1, 1]","{'OC(c1ccccc1)c1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)cc1', 'C(=C1C=C(c2ccccc2)C=C1c1ccccc1)c1ccc(Cc2ccccc2)cc1'}",2,1.0
c1ccc2c(-c3ccc(C4CCCC4)cc3)ccc2c1,4,2,480,460,2,"[460, 480]",0.4244343,0.4087143,0.41657429999999995,"[0.4244343, 0.4087143]",-0.0302305,-0.03155255,-0.030891525,"[-0.03155255, -0.0302305]",1,1,1.0,2,"[1, 1]","{'c1ccc(-c2oc(-c3ccc(N4CCOC4)cc3)c3ccccc23)cc1', 'c1coc(-c2oc(-c3ccc(N4CCOC4)cc3)c3ccccc23)c1'}",2,1.0
c1ccc2c(-c3ccc4ccccc34)cccc2c1,1,1,80,80,1,[80],0.0,0.0,0.0,[0.0],-0.0066976,-0.0066976,-0.0066976,[-0.0066976],1,1,1.0,1,[1],{'c1ccc2c(-c3coc4ccccc34)cccc2c1'},1,1.0
c1ccc2c(c1)CC1CCC2c2ccccc21,3,3,100,100,1,[100],0.0004949,0.0004949,0.0004949,[0.0004949],-0.03489995,-0.03489995,-0.03489995,[-0.03489995],1,1,1.0,1,[1],{'FC1(F)OC2c3ccccc3CC1(F)c1ccccc12'},1,1.0
c1ccc2c(c1)CC1CCCC1C2,1,1,30,30,1,[30],0.0002707,0.0002707,0.0002707,[0.0002707],-0.0098534,-0.0098534,-0.0098534,[-0.0098534],1,1,1.0,1,[1],{'CN1C(=O)C(CC2=NCCO2)C2Cc3ccccc3CC21'},1,1.0
c1ccc2c(c1)CC1CCCC2C1,1,1,30,30,1,[30],0.0,0.0,0.0,[0.0],-0.0101241,-0.0101241,-0.0101241,[-0.0101241],1,1,1.0,1,[1],{'O=C1CCC2Oc3ccccc3C1(O)C2=O'},1,1.0
c1ccc2c(c1)CC1CCCC2CC1,1,1,20,20,1,[20],0.0085634,0.0085634,0.0085634,[0.0085634],0.0052191,0.0052191,0.0052191,[0.0052191],1,1,1.0,1,[1],{'COC(=O)C1(C)CCC2(c3ccccc3O)COC1C(=O)c1ccc(-c3ccccc3)cc12'},1,1.0
c1ccc2c(c1)CC1Cc3ccccc3C21,3,3,60,60,1,[60],0.0027564,0.0027564,0.0027564,[0.0027564],-0.0021155,-0.0021155,-0.0021155,[-0.0021155],1,1,1.0,1,[1],{'CC(=O)C1c2ccccc2C2c3ccccc3OC12'},1,1.0
c1ccc2c(c1)CC1Cc3ccccc3C2C1,1,1,130,130,1,[130],0.0179449,0.0179449,0.0179449,[0.0179449],-0.2326283,-0.2326283,-0.2326283,[-0.2326283],1,1,1.0,1,[1],{'O=C1c2ccccc2N2C(=O)C1Oc1ccccc12'},1,1.0
c1ccc2c(c1)CC2,2,2,50,50,1,[50],0.0046128,0.0046128,0.0046128,[0.0046128],-0.0025296,-0.0025296,-0.0025296,[-0.0025296],1,1,1.0,1,[1],{'CC(=O)C1(c2ccccc2)Nc2ccc(Cl)cc21'},1,1.0
c1ccc2c(c1)CCC1CCC21,1,1,100,100,1,[100],0.0036064,0.0036064,0.0036064,[0.0036064],-0.0317884499999999,-0.0317884499999999,-0.0317884499999999,[-0.0317884499999999],1,1,1.0,1,[1],{'O=C1Cc2ccccc2N2C(=O)CC12'},1,1.0
c1ccc2c(c1)CCC1CCCC21,1,1,60,60,1,[60],0.0114834,0.0114834,0.0114834,[0.0114834],0.0087269999999999,0.0087269999999999,0.0087269999999999,[0.0087269999999999],1,1,1.0,1,[1],{'O=C1CC2CCC(=O)N2c2ccccc21'},1,1.0
c1ccc2c(c1)CCC1CCCCC1C2,3,2,40,20,2,"[20, 40]",0.00423535,0.000177,0.002206175,"[0.00423535, 0.000177]",0.0008920999999999,-0.0024407,-0.00077430000000005,"[0.0008920999999999, -0.0024407]",2,2,1.5,3,"[2, 1]","{'CCC(C)OC1COC(=O)C2Cc3ccccc3OC(=O)C12', 'N#CC12CCC(=O)CC1CC(=O)c1ccccc1O2', 'O=C(OC12C(=O)OCCC1C(=O)c1ccccc1OC21CC1)c1ccccc1'}",3,1.0
