Substructure,Count,Count max,step max,step min,step count,step_list,median_score_fragment_max,median_score_fragment_min,Mean score cluster,median_score_fragment_list,diff_median_score_max,diff_median_score_min,Mean diff score,diff_median_score_list,count_per_molecule_max,count_per_molecule_first,count_per_molecule_mean,Total Number of Molecules with Substructure,Number of Molecules with Substructure List,Molecules containing fragment,Number of Molecules_with_Fragment,count_perc_ratio
Cn1c2c(ccc1=O)C(=O)c1ccccc1C2=O,1,1,100,100,1,[100],0.1312314,0.1312314,0.1312314,[0.1312314],0.10257325,0.10257325,0.10257325,[0.10257325],4,4,4.0,4,[4],"{'NC(=O)C1=Nc2ccccc2C1=C1C(=O)c2ccccc2C1=O', 'O=C1NC(=O)c2ccccc21', 'Cn1c2c(ccc1=O)C(=O)c1ccccc1C2=O'}",3,1.0
Fc1ccc(Br)cc1-c1oc(-c2ccccc2)c2ccccc12,1,1,450,450,1,[450],0.4655278,0.4655278,0.4655278,[0.4655278],0.0123576999999999,0.0123576999999999,0.0123576999999999,[0.0123576999999999],4,4,4.0,4,[4],"{'CN(C)c1ccc(-c2oc(-c3ccc([N+](=O)[O-])cc3)c3ccccc23)cc1', 'COc1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)cc1OC', 'Fc1ccc(Br)cc1-c1oc(-c2ccccc2)c2ccccc12'}",3,1.0
N#Cc1c(-c2ccco2)oc(-c2ccc(Cl)cc2)c1Br,1,1,310,310,1,[310],0.45037835,0.45037835,0.45037835,[0.45037835],-0.0113383499999999,-0.0113383499999999,-0.0113383499999999,[-0.0113383499999999],13,13,13.0,13,[13],"{'O=C1OC(c2ccco2)=NC1=C1Nc2ccccc2OC1=O', 'Cc1ccc(-c2oc(-c3ccccc3)c3ccc(Br)cc23)cc1Cl', 'O=C1OC(c2ccccc2Cl)=NC1=Cc1ccco1', 'CCOC(=O)c1cc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)oc1O', 'Cc1ccc(-c2oc(-c3ccc(S(C)(=O)=O)o3)c3ccccc23)cc1', 'O=C1OC(c2ccco2)=NC1=C(Nc1ccccn1)c1ccccc1', 'Nc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Cl', 'O=C(CBr)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Cl', 'N#Cc1c(-c2ccco2)oc(-c2ccc(Cl)cc2)c1Br', 'N#Cc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Cl', 'N#CC1C(=O)N(c2ccccc2)C(=C(Br)Br)c2ccccc21', 'CNc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1O'}",12,1.0
N#Cc1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1O,1,1,300,300,1,[300],0.3873312,0.3873312,0.3873312,[0.3873312],-0.0552687,-0.0552687,-0.0552687,[-0.0552687],3,3,3.0,3,[3],"{'N#Cc1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1O', 'O=C1CC(c2ccco2)=NC1=Cc1cccs1'}",2,1.0
N#Cc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,1,260,260,1,[260],0.4568578,0.4568578,0.4568578,[0.4568578],0.0152263499999999,0.0152263499999999,0.0152263499999999,[0.0152263499999999],3,3,3.0,3,[3],"{'COc1ccc(-c2oc(-c3ccccc3)c3ccc(C)cc23)cc1OC', 'N#Cc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1'}",2,1.0
N#Cc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1O,1,1,190,190,1,[190],0.4694073,0.4694073,0.4694073,[0.4694073],0.0676532,0.0676532,0.0676532,[0.0676532],2,2,2.0,2,[2],{'N#Cc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1O'},1,1.0
NC(=NOC(=O)c1ccccc1O)c1ccccc1,1,1,90,90,1,[90],0.0270173,0.0270173,0.0270173,[0.0270173],-0.00187935,-0.00187935,-0.00187935,[-0.00187935],18,18,18.0,18,[18],"{'NC(=NOC(=O)c1ccccc1O)c1ccccc1', 'CCC1C(=O)c2ccccc2C1=O', 'O=CN1C(=O)C(CO)(Cc2ccccc2)C1=O', 'O=C1Cc2cc3ccccc3cc2C(=O)N1', 'O=C1c2ccccc2OCC1O', 'CS(=O)(=O)N1c2ccccc2C(=O)CC1c1ccc(Br)cc1', 'O=C1c2ccccc2C(=O)C1c1ccc2cccnc2c1', 'O=C1C=Cc2ccccc2C1=C1Sc2ccccc21', 'O=C1c2ccccc2-c2ccc(=O)[nH]c21', 'O=C1C(=O)N(C(=O)CO)c2ccccc21', 'O=C1c2ccccc2C(CCl)OC1O', 'COc1cc(C2CC(=O)c3ccccc3C2=O)cc(O)c1OC', 'O=C1C(=C2Oc3c(cccc3[N+](=O)[O-])C2=O)NOc2ccccc21', 'O=C1CC(=C2Nc3ccccc3OC2=O)N=C(c2ccccc2)O1', 'O=C1OC(=C2CC(=O)c3ccccc3N2)N=C1c1ccccc1', 'O=C1CCC(=C2Nc3ccccc3C2=O)C(=O)O1', 'COC(=O)Oc1nc(-c2ccccc2)oc1-c1ccccc1'}",17,1.0
NC(=O)C1(CC(=O)c2ccccc2)COCO1,1,1,10,10,1,[10],0.0120456,0.0120456,0.0120456,[0.0120456],0.00546055,0.00546055,0.00546055,[0.00546055],3,3,3.0,3,[3],"{'NC(=O)C1(CC(=O)c2ccccc2)COCO1', 'O=C1COC(=Cc2c[nH]c3ccccc23)CC1O'}",2,1.0
NC(=O)C1(Sc2ccccc2)CCCC1=O,1,1,30,30,1,[30],0.0393674,0.0393674,0.0393674,[0.0393674],0.0307427,0.0307427,0.0307427,[0.0307427],3,3,3.0,3,[3],"{'NC(=O)C1(Sc2ccccc2)CCCC1=O', 'CN(C)c1cccc2c1CCC(=O)C2=Cc1ccccc1'}",2,1.0
NC(=O)C1(c2ccccc2)CCCN1C(=O)c1ccc(Cl)cc1,1,1,50,50,1,[50],0.0004176,0.0004176,0.0004176,[0.0004176],-0.0067248,-0.0067248,-0.0067248,[-0.0067248],2,2,2.0,2,[2],{'NC(=O)C1(c2ccccc2)CCCN1C(=O)c1ccc(Cl)cc1'},1,1.0
NC(=O)C1(c2ccccc2)NC(=O)C1(O)Cc1ccccc1,1,1,40,40,1,[40],0.0067135,0.0067135,0.0067135,[0.0067135],0.00459155,0.00459155,0.00459155,[0.00459155],4,4,4.0,4,[4],"{'CCSC(=O)C1(F)CC2=C(C)c3ccccc3C1O2', 'NC(=O)C1(c2ccccc2)NC(=O)C1(O)Cc1ccccc1', 'O=C1CCC(=Cc2ccccc2O)C(=O)O1'}",3,1.0
NC(=O)C1(c2ccccc2Br)COc2ccccc2C1=O,1,1,90,90,1,[90],0.0081357,0.0081357,0.0081357,[0.0081357],-0.0255163,-0.0255163,-0.0255163,[-0.0255163],2,2,2.0,2,[2],{'NC(=O)C1(c2ccccc2Br)COc2ccccc2C1=O'},1,1.0
NC(=O)C1Cc2ccccc2C2(CC(=O)c3ccccc3O2)O1,1,1,30,30,1,[30],0.0071253,0.0071253,0.0071253,[0.0071253],-0.0029988,-0.0029988,-0.0029988,[-0.0029988],2,2,2.0,2,[2],{'NC(=O)C1Cc2ccccc2C2(CC(=O)c3ccccc3O2)O1'},1,1.0
NC(=O)C1Cc2ccccc2C=CN1C1Oc2ccccc2C1=O,1,1,30,30,1,[30],0.01440385,0.01440385,0.01440385,[0.01440385],0.0057791499999999,0.0057791499999999,0.0057791499999999,[0.0057791499999999],3,3,3.0,3,[3],"{'O=C1OC(c2ccccc2F)c2ccccc21', 'NC(=O)C1Cc2ccccc2C=CN1C1Oc2ccccc2C1=O'}",2,1.0
NC(=O)C1Cc2ccccc2Oc2ccc(Cl)cc21,1,1,310,310,1,[310],0.2249453,0.2249453,0.2249453,[0.2249453],-0.2327717999999999,-0.2327717999999999,-0.2327717999999999,[-0.2327717999999999],3,3,3.0,3,[3],"{'O=C(CBr)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Cl', 'NC(=O)C1Cc2ccccc2Oc2ccc(Cl)cc21'}",2,1.0
NC(=O)c1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1,1,1,310,310,1,[310],0.461634,0.461634,0.461634,[0.461634],0.0095683999999999,0.0095683999999999,0.0095683999999999,[0.0095683999999999],2,2,2.0,2,[2],{'NC(=O)c1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1'},1,1.0
NC(=O)c1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)cc1,1,1,220,220,1,[220],0.4550829,0.4550829,0.4550829,[0.4550829],0.0151737,0.0151737,0.0151737,[0.0151737],2,2,2.0,2,[2],{'NC(=O)c1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)cc1'},1,1.0
NC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1,1,1,220,220,1,[220],0.4338001999999999,0.4338001999999999,0.4338001999999999,[0.4338001999999999],-0.0092639,-0.0092639,-0.0092639,[-0.0092639],13,13,13.0,13,[13],"{'O=C1OC(c2ccco2)=NC1=Cc1cccs1', 'CCc1ccc(-c2oc(-c3ccccc3)c3ccc(OS(C)(=O)=O)cc23)cc1', 'NC(=O)c1ccc(-c2oc(-c3cccs3)c3ccc(Br)cc23)cc1', 'NC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1', 'C=Cc1cc(-c2oc(-c3ccccc3)c3ccc(O)cc23)oc1O', 'CCc1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1', 'CCOC(=O)c1cc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)on1', 'O=C1OC(c2cccs2)=NC1=Cc1ccco1', 'O=C1OC(c2ccc(Cl)cc2)=NC1=Cc1ccc[nH]1', 'O=C1C=NC(=Cc2ccco2)C1', 'Cc1ccc(-c2oc(-c3ccc(C)cc3)c3cc(Br)ccc23)cc1', 'COc1ccc(-c2oc(-c3ccccc3)c3ccc(Br)cc23)cc1OC'}",12,1.0
NC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,1,250,250,1,[250],0.4708333,0.4708333,0.4708333,[0.4708333],0.0306171,0.0306171,0.0306171,[0.0306171],2,2,2.0,2,[2],{'NC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1'},1,1.0
NC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Cl,1,1,230,230,1,[230],0.4664987,0.4664987,0.4664987,[0.4664987],0.0303455999999999,0.0303455999999999,0.0303455999999999,[0.0303455999999999],2,2,2.0,2,[2],{'NC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Cl'},1,1.0
NC1=NC(=Nc2ccc(NC(=O)c3ccccc3)cc2)CO1,1,1,40,40,1,[40],0.0029975,0.0029975,0.0029975,[0.0029975],0.00087555,0.00087555,0.00087555,[0.00087555],2,2,2.0,2,[2],{'NC1=NC(=Nc2ccc(NC(=O)c3ccccc3)cc2)CO1'},1,1.0
Nc1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1,1,1,240,240,1,[240],0.44614545,0.44614545,0.44614545,[0.44614545],0.02842625,0.02842625,0.02842625,[0.02842625],3,3,3.0,3,[3],"{'COCc1coc(-c2oc(-c3ccccc3)c3ccccc23)c1OC', 'Nc1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1'}",2,1.0
Nc1ccc(-c2oc(-c3ccc[nH]3)c3ccccc23)cc1,1,1,480,480,1,[480],0.4382558,0.4382558,0.4382558,[0.4382558],-0.000689,-0.000689,-0.000689,[-0.000689],2,2,2.0,2,[2],{'Nc1ccc(-c2oc(-c3ccc[nH]3)c3ccccc23)cc1'},1,1.0
Nc1ccc(-c2oc(-c3ccccc3)c3ccc(F)cc23)cc1,1,1,410,410,1,[410],0.4439276,0.4439276,0.4439276,[0.4439276],-0.0149635,-0.0149635,-0.0149635,[-0.0149635],14,14,14.0,14,[14],"{'N#Cc1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)o1', 'Cc1ccc(-c2oc(-c3ccccc3)c3cc(O)ccc23)cc1', 'N#Cc1ccc(-c2oc(-c3ccccc3)c3ccc(N)cc23)o1', 'N#Cc1ccc2c(-c3ccccc3)oc(-c3ccc(C#N)o3)c2c1', 'Nc1ccc(-c2oc(-c3ccccc3)c3ccc(F)cc23)cc1', 'COc1ccc(-c2oc(-c3ccccc3)c3ccc(N)cc23)cc1O', 'CCc1cc(-c2oc(-c3ccccc3)c3ccc(Br)cc23)co1', 'CCc1ccc(-c2oc(-c3ccccc3)c3ccc(N(C)C)cc23)cc1', 'CN(C)c1ccc(-c2oc(-c3ccc(N)cc3)c3ccc(Br)cc23)cc1', 'CCc1cc(-c2oc(-c3ccccc3)c3ccccc23)no1', 'Cc1ccc2c(-c3ccccc3)oc(-c3coc(C)c3)c2c1', 'CNc1ccc(-c2oc(-c3ccc(OC)c(O)c3)c3ccccc23)cc1', 'O=C1OC(c2ccccc2)=NC1=Cc1ccco1'}",13,1.0
Nc1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1,1,1,380,380,1,[380],0.44984275,0.44984275,0.44984275,[0.44984275],,,,[nan],37,37,37.0,37,[37],"{'CC(C)(C)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'CCc1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1', 'CC(=O)Oc1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)cc1', 'CC(C)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1', 'COCc1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)cc1', 'Cc1ccc(-c2oc(-c3ccc(O)cc3)c3ccccc23)cc1', 'CCOC(=O)c1ccc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)o1', 'CCOc1ccc(-c2oc(-c3ccccc3)c3ccc(Cl)cc23)cc1', 'CSc1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)o1', 'O=Cc1ccc(-c2oc(-c3ccccc3)c3ccc([N+](=O)[O-])cc23)cc1Cl', 'Cc1ccc(-c2oc(-c3ccccc3)c3ccc(N)cc23)cc1', 'CC(C)(C)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1', 'CS(=O)(=O)c1ccc(-c2oc(-c3ccccc3)c3ccc(Br)cc23)o1', 'Cc1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)o1', 'Nc1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1', 'CC(C)(C)c1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)s1', 'NC(=O)Oc1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)o1', 'CCC(=O)Oc1ccc(-c2oc(-c3ccc(NC)cc3)c3ccccc23)o1', 'Nc1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)cc1Cl', 'COC(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccccc23)o1', 'CCOC(=O)c1ccc(-c2oc(-c3ccc(OC)o3)c3ccccc23)o1', 'CC(C)(C)c1ccc(-c2oc(-c3ccc([N+](=O)[O-])cc3)c3ccccc23)o1', 'CSc1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1', 'Nc1ccc(-c2oc(-c3ccccc3)c3cc(Br)ccc23)cc1Br', 'COCc1ccc(-c2oc(-c3ccccc3)c3ccc(N)cc23)cc1', 'COCc1ccc(-c2oc(-c3ccc(O)cc3)c3ccccc23)o1', 'Nc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Br', 'CC(C)(C)c1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)s1', 'COCc1ccc(-c2oc(-c3ccccc3)c3ccccc23)o1', 'NC(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1', 'CS(=O)(=O)c1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)o1', 'CS(=O)(=O)c1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)s1', 'COc1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1O', 'CCc1ccc(-c2oc(-c3ccccc3)c3ccc(C)cc23)cc1Cl', 'CCC(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1', 'CS(=O)(=O)c1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)s1'}",36,1.0
O=C(C1=CC(=O)C(c2coc3ccccc23)C1=O)c1ccccc1O,1,1,60,60,1,[60],0.0417235,0.0417235,0.0417235,[0.0417235],0.0389671,0.0389671,0.0389671,[0.0389671],2,2,2.0,2,[2],{'O=C(C1=CC(=O)C(c2coc3ccccc23)C1=O)c1ccccc1O'},1,1.0
O=C(C=C1C(=O)c2ccccc2C1=O)c1ccccc1O,1,1,140,140,1,[140],0.08956825,0.08956825,0.08956825,[0.08956825],-0.17779295,-0.17779295,-0.17779295,[-0.17779295],7,7,7.0,7,[7],"{'O=C(C=C1C(=O)c2ccccc2C1=O)c1ccccc1O', 'O=C(O)c1ccc(-c2oc(-c3ccccc3)nc2-c2ccccc2)cc1', 'O=C1C(=Cc2cccc([N+](=O)[O-])c2)Cc2ccccc21', 'O=C1CC(=C2C(=O)c3ccccc3N2O)N=N1', 'O=C1C(=Cc2ccccc2)SCc2ccccc21', 'O=C1Oc2ncncc2NC1=C1OC(=O)c2ccccc21'}",6,1.0
O=C(CBr)COc1ccc(-c2oc(-c3ccccc3)c(F)c2Br)cc1,1,1,160,160,1,[160],0.1718303,0.1718303,0.1718303,[0.1718303],-0.2135773,-0.2135773,-0.2135773,[-0.2135773],3,3,3.0,3,[3],"{'O=C(CBr)C1=Cc2ccc(=O)oc2C1=Cc1ccc(F)cc1', 'O=C(CBr)COc1ccc(-c2oc(-c3ccccc3)c(F)c2Br)cc1'}",2,1.0
O=C(CBr)c1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1,1,1,280,280,1,[280],0.4352809,0.4352809,0.4352809,[0.4352809],-0.0104576999999999,-0.0104576999999999,-0.0104576999999999,[-0.0104576999999999],2,2,2.0,2,[2],{'O=C(CBr)c1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1'},1,1.0
O=C(CBr)c1ccc(-c2oc(-c3ccccc3)c3ccc(Br)cc23)cc1,1,1,230,230,1,[230],0.4420164,0.4420164,0.4420164,[0.4420164],0.0101687999999999,0.0101687999999999,0.0101687999999999,[0.0101687999999999],12,12,12.0,12,[12],"{'O=Cc1ccc(-c2oc(-c3ccccc3F)c3ccccc23)cc1', 'c1ccc(-c2cc(-c3ccccc3)on2)cc1', 'O=C(CBr)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'CSc1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1', 'CS(=O)(=O)c1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)cc1', 'O=C1NC(c2ccco2)=NC1=Cc1ccco1', 'O=C1NC(c2cccs2)=NC1=Cc1ccc[nH]1', 'NC(=O)c1ccc(-c2oc(-c3ccc(F)cc3)c3cccnc23)cc1', 'CS(=O)(=O)c1ccc(-c2oc(-c3ccc(C#N)cc3)c3ccccc23)cc1', 'O=C(CBr)c1ccc(-c2oc(-c3ccccc3)c3ccc(Br)cc23)cc1', 'O=C1NC(c2ccc[nH]2)=NC1=Cc1ccc[nH]1'}",11,1.0
O=C(CBr)c1ccc(-c2oc(-c3cccs3)c3ccccc23)cc1,1,1,300,300,1,[300],0.4257652,0.4257652,0.4257652,[0.4257652],-0.0155286499999999,-0.0155286499999999,-0.0155286499999999,[-0.0155286499999999],4,4,4.0,4,[4],"{'N#Cc1ccc(-c2oc(-c3ccccc3)c3ccc(Br)cc23)cc1', 'O=C1CC(c2ccco2)=NC1=Cc1cccs1', 'O=C(CBr)c1ccc(-c2oc(-c3cccs3)c3ccccc23)cc1'}",3,1.0
O=C(CC(C=CC(F)(F)F)C(=O)c1ccccc1)Nc1ccccc1,1,1,20,20,1,[20],0.0038306,0.0038306,0.0038306,[0.0038306],0.0004862999999999,0.0004862999999999,0.0004862999999999,[0.0004862999999999],2,2,2.0,2,[2],{'O=C(CC(C=CC(F)(F)F)C(=O)c1ccccc1)Nc1ccccc1'},1,1.0
O=C(CC(O)c1cccc2cccnc12)C(=O)c1ccc(Br)cc1,1,1,10,10,1,[10],0.0176326,0.0176326,0.0176326,[0.0176326],0.0111577999999999,0.0111577999999999,0.0111577999999999,[0.0111577999999999],6,6,6.0,6,[6],"{'O=CC1CSC(=O)Nc2ccccc21', 'c1ccc(-c2oc3ccccc3c2-c2ccccc2)cc1', 'O=C(CC(O)c1cccc2cccnc12)C(=O)c1ccc(Br)cc1', 'NC(=O)C1(c2ccccc2)NCCOc2ccccc21', 'O=C(CC1CCc2ccccc2C1=O)C(=O)c1ccc(Cl)cc1'}",5,1.0
O=C(CC1Cc2ccccc2C(=O)O1)C(=O)c1ccccc1,1,1,50,50,1,[50],0.0349763,0.0349763,0.0349763,[0.0349763],0.0279185,0.0279185,0.0279185,[0.0279185],2,2,2.0,2,[2],{'O=C(CC1Cc2ccccc2C(=O)O1)C(=O)c1ccccc1'},1,1.0
O=C(CCl)c1ccc(Cl)cc1C=Cc1ccc(Cl)cc1,1,1,70,70,1,[70],0.0,0.0,0.0,[0.0],-0.011562,-0.011562,-0.011562,[-0.011562],2,2,2.0,2,[2],{'O=C(CCl)c1ccc(Cl)cc1C=Cc1ccc(Cl)cc1'},1,1.0
O=C(CN1C(=O)Cc2ccccc2C1=O)c1ccc([N+](=O)[O-])cc1,1,1,60,60,1,[60],0.0130105,0.0130105,0.0130105,[0.0130105],0.0102540999999999,0.0102540999999999,0.0102540999999999,[0.0102540999999999],2,2,2.0,2,[2],{'O=C(CN1C(=O)Cc2ccccc2C1=O)c1ccc([N+](=O)[O-])cc1'},1,1.0
O=C(CO)C1Cc2ccccc2N(C(=O)c2ccccc2)C1,1,1,60,60,1,[60],0.002511,0.002511,0.002511,[0.002511],-0.0023609,-0.0023609,-0.0023609,[-0.0023609],2,2,2.0,2,[2],{'O=C(CO)C1Cc2ccccc2N(C(=O)c2ccccc2)C1'},1,1.0
O=C(Nc1ccccc1)C1OC1(O)C(=O)Nc1ccccc1,1,1,10,10,1,[10],0.0005557,0.0005557,0.0005557,[0.0005557],-0.0061396,-0.0061396,-0.0061396,[-0.0061396],2,2,2.0,2,[2],{'O=C(Nc1ccccc1)C1OC1(O)C(=O)Nc1ccccc1'},1,1.0
O=C(Nc1ccccc1)N1C(=O)OC1c1ccccc1,1,1,80,80,1,[80],0.0004346,0.0004346,0.0004346,[0.0004346],-0.0062629999999999,-0.0062629999999999,-0.0062629999999999,[-0.0062629999999999],6,6,6.0,6,[6],"{'O=CC1=Cc2ccccc2CC1', 'O=C(Nc1ccccc1)N1C(=O)OC1c1ccccc1', 'O=c1ccc2ccc(-c3ccccc3O)cc2o1', 'O=C1Cc2ccccc2C2(CC2)O1', 'O=Cc1cc(C(=O)O)c2ccccc2n1'}",5,1.0
O=C(Nc1ccccc1)N1CC=Cc2ccccc21,1,1,130,130,1,[130],0.2505732,0.2505732,0.2505732,[0.2505732],0.0327425999999999,0.0327425999999999,0.0327425999999999,[0.0327425999999999],6,6,6.0,6,[6],"{'N#CC1=C(C#N)c2c(oc(-c3ccccc3)c2-c2ccccc2)C(=O)C1', 'O=C1N=NC(=C2C(=O)c3ccccc3N2O)O1', 'O=C1c2ccc(Br)cc2C(=O)c2ncccc21', 'O=C1OC(=C2Oc3ccccc3C2=O)N=C1c1ccc(Br)cc1', 'O=C(Nc1ccccc1)N1CC=Cc2ccccc21'}",5,1.0
O=C(O)C(=O)C(=Cc1ccc(F)cc1)c1ccccc1,1,1,70,70,1,[70],0.0101266,0.0101266,0.0101266,[0.0101266],-0.00104875,-0.00104875,-0.00104875,[-0.00104875],4,4,4.0,4,[4],"{'O=[N+]([O-])c1ccc(S(=O)(=O)OCC2CCc3ccccc32)cc1', 'O=C(O)C(=O)C(=Cc1ccc(F)cc1)c1ccccc1', 'O=c1ccc2ccccc2[nH]1'}",3,1.0
O=C(O)C(=O)C1=C(Nc2ccccc2)C(=O)C1c1ccc(Cl)cc1,1,1,100,100,1,[100],0.09804435,0.09804435,0.09804435,[0.09804435],0.07292945,0.07292945,0.07292945,[0.07292945],5,5,5.0,5,[5],"{'O=C(O)C(=O)C1=C(Nc2ccccc2)C(=O)C1c1ccc(Cl)cc1', 'O=c1oc(=O)c2c3cc(Br)ccc3ccc3cc(Cl)ccc3c1=2', 'O=C1C(c2ccccc2)=NC1=C1Nc2ccccc2C1=O', 'O=c1ccc2c([nH]1)c(=O)oc1ccccc12'}",4,1.0
O=C(O)C=C(c1ccccc1)c1coc2ccccc12,1,1,60,60,1,[60],0.0,0.0,0.0,[0.0],-0.0048719,-0.0048719,-0.0048719,[-0.0048719],2,2,2.0,2,[2],{'O=C(O)C=C(c1ccccc1)c1coc2ccccc12'},1,1.0
O=C(O)c1cc(-c2oc(-c3ccccc3)c3ccccc23)on1,1,1,190,190,1,[190],0.4256942,0.4256942,0.4256942,[0.4256942],0.027939,0.027939,0.027939,[0.027939],6,6,6.0,6,[6],"{'O=C1NC(c2ccccc2Br)=NC1=Cc1ccccc1', 'O=C1OC(c2ccccc2Br)=NC1=C(Nc1ccccn1)c1ccco1', 'O=C(O)c1cc(-c2oc(-c3ccccc3)c3ccccc23)on1', 'O=C1OC(=Cc2ccco2)N=C1c1ccccn1', 'O=C1OC(=C2Nc3ccccc3OC2=O)N=C1c1ccccc1'}",5,1.0
O=C(O)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Cl,1,1,200,200,1,[200],0.4700147,0.4700147,0.4700147,[0.4700147],0.0540295499999999,0.0540295499999999,0.0540295499999999,[0.0540295499999999],2,2,2.0,2,[2],{'O=C(O)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Cl'},1,1.0
O=C(O)c1ccc(C2CCc3ccccc32)cc1,1,1,70,70,1,[70],0.0213381,0.0213381,0.0213381,[0.0213381],0.011618,0.011618,0.011618,[0.011618],4,4,4.0,4,[4],"{'O=C1CCC(C2(O)C(=O)c3ccccc3C2=O)C1', 'O=C(O)c1ccc(C2CCc3ccccc32)cc1', 'CN(C)CC(=O)Nc1ccc(Br)c2cccnc12'}",3,1.0
O=C(O)c1ccc(N2C(=O)CC3(CC(=O)c4ccccc4O3)C2=O)cc1,1,1,10,10,1,[10],0.0109374,0.0109374,0.0109374,[0.0109374],0.0048413,0.0048413,0.0048413,[0.0048413],6,6,6.0,6,[6],"{'O=C(O)c1ccc(N2C(=O)CC3(CC(=O)c4ccccc4O3)C2=O)cc1', 'O=COC(C1=CCSC1)c1ccccc1-c1ccccc1C=O', 'N#CC1CCC(=O)NC1c1ccccc1', 'O=C1COC(=C2C(=O)c3ccccc3N2CCc2ccccc2)C1', 'O=C(CC1CCc2ccccc2C1=O)C(=O)c1ccc(Cl)cc1'}",5,1.0
O=C(OCC1=NN=C(CBr)C1)c1ccc(O)cc1,1,1,80,80,1,[80],0.013177,0.013177,0.013177,[0.013177],0.0065543,0.0065543,0.0065543,[0.0065543],4,4,4.0,4,[4],"{'CC1C(=O)c2ccccc2C(=O)c2ccccc21', 'O=CC1=Cc2ccccc2SC1', 'O=C(OCC1=NN=C(CBr)C1)c1ccc(O)cc1'}",3,1.0
